꼼 어딨니 꼼	꼼.어.딨.니.꼼
언니 어디 있었는데	언.니.어.디.있.었.는.데
응	응
전화에 	전.화.에
엄마 전화 바꿔 주세요 그랬어	엄.마.전.화.바.꿔.주.세.요.그.랬.어
언니가 어디 있었다구	언.니.가.어.디.있.었.다.구
아아 언니랑 놀때 엄마 전화 바꿔 주세요 했다구	아.아.언.니.랑.놀.때.엄.마.전.화.바.꿔.주.세.요.했.다.구
아이고	아.이.고
그 언니 또 보고 싶니	그.언.니.또.보.고.싶.니
아이구	아.이.구
야 그 언니가 그러고 지원이한테 또 뭐 해 줬니	야.그.언.니.가.그.러.고.지.원.이.한.테.또.뭐.해.줬.니
캄	캄
캄이 뭔데	캄.이.뭔.데
컴퓨터 어디 있어	컴.퓨.터.어.디.있.어
컴 우리 집에 어디 있어	컴.우.리.집.에.어.디.있.어
응	응
컴 어디 우리 집에 있어	컴.어.디.우.리.집.에.있.어
컴이 어느 건데	컴.이.어.느.건.데
엄마 가르켜 줘봐 컴	엄.마.가.르.켜.줘.봐.컴
어디	어.디
컴 가 보까 어디 있나	컴.가.보.까.어.디.있.나
응	응
기저귀 아니 팬 팬티 입고	기.저.귀.아.니.팬.팬.티.입.고
팬티 입고 가보자	팬.티.입.고.가.보.자
컴이 우리 집에 있어	컴.이.우.리.집.에.있.어
어디 가봐	어.디.가.봐
멀리서 오오 그거 컴이야	멀.리.서.오.오.그.거.컴.이.야
언니가 그거 해 줬었어	언.니.가.그.거.해.줬.었.어
다시 가까이 온다 아이구 좋아라	다.시.가.까.이.온.다.아.이.구.좋.아.라
언니가 컴을 해 줬다구 컴퓨터 	언.니.가.컴.을.해.줬.다.구.컴.퓨.터
그럼 언니 보러 또 가고 싶니	그.럼.언.니.보.러.또.가.고.싶.니
언제 가까 우리	언.제.가.까.우.리
앉어 봐	앉.어.봐
언니 보러 언제 가까	언.니.보.러.언.제.가.까
응	응
시계 보고 가	시.계.보.고.가
으응 언제	으.응.언.제
쇼꼬	쇼.꼬
그거 무슨 말이야	그.거.무.슨.말.이.야
후후	후.후
오오 저기로 간다고	오.오.저.기.로.간.다.고
뭐 타고 가	뭐.타.고.가
누구 차	누.구.차
언니 차 타고 가	언.니.차.타.고.가
언니가 차가 있었어	언.니.가.차.가.있.었.어
오오	오.오
그럼 언니 놀러 오라 그럴까	그.럼.언.니.놀.러.오.라.그.럴.까
응 그러고 언니가 또 뭐 사줬니	응.그.러.고.언.니.가.또.뭐.사.줬.니
놀자 그랬어	놀.자.그.랬.어
응 언니가 또 뭐 사줬어	응.언.니.가.또.뭐.사.줬.어
으응	으.응
사탕두 사 줬어	사.탕.두.사.줬.어
그러구 또 뭐 사줬어	그.러.구.또.뭐.사.줬.어
껌 사주구	껌.사.주.구
그리구 또	그.리.구.또
과자 사주구	과.자.사.주.구
또	또
뭐 사줬어	뭐.사.줬.어
컴	컴
컴은 뭔데	컴.은.뭔.데
컴퓨터 칙칙칙 했어	컴.퓨.터.칙.칙.칙.했.어
그건 먹는 건 아니지	그.건.먹.는.건.아.니.지
컴퓨터는	컴.퓨.터.는
응	응
컴 퓨 터해봐	컴.퓨.터.해.봐
컴탄	컴.탄
컴탄을 탕탕탕했어	컴.탄.을.탕.탕.탕.했.어
컴퓨터에서 노래 나왔지	컴.퓨.터.에.서.노.래.나.왔.지
게임이니까	게.임.이.니.까
어아 하는 거 나왔었지	어.아.하.는.거.나.왔.었.지
으응	으.응
청주에 가면 또 언니 만날 수 있을 텐데 그치	청.주.에.가.면.또.언.니.만.날.수.있.을.텐.데.그.치
언니 만나러 우리 또 가까	언.니.만.나.러.우.리.또.가.까
아이 좋겠네	아.이.좋.겠.네
그리고 언니가 또 뭐 사줬어	그.리.고.언.니.가.또.뭐.사.줬.어
과자 그리고 또	과.자.그.리.고.또
쵸코렛도 사줬었니	쵸.코.렛.도.사.줬.었.니
언니가 그리고 물도 줬니	언.니.가.그.리.고.물.도.줬.니
그리고 언니가 목욕도 시켜 줬니	그.리.고.언.니.가.목.욕.도.시.켜.줬.니
으응 언니는 목욕은 안 시켜 줬어	으.응.언.니.는.목.욕.은.안.시.켜.줬.어
아기는 시켜 줬어	아.기.는.시.켜.줬.어
어느 아기를 목욕시켰어	어.느.아.기.를.목.욕.시.켰.어
찐이가	찐.이.가
찐이가 어느 아기를 목욕시켰어	찐.이.가.어.느.아.기.를.목.욕.시.켰.어
응	응
오오 머리 감구 배 감구	오.오.머.리.감.구.배.감.구
호호 배는 닦구	호.호.배.는.닦.구
목욕 어떻게 해 줬다구	목.욕.어.떻.게.해.줬.다.구
머리 어떻게 하구	머.리.어.떻.게.하.구
응 눈 감고 이렇게 하구	응.눈.감.고.이.렇.게.하.구
그 다음에 또	그.다.음.에.또
그 다음에 또 어디 닦었어	그.다.음.에.또.어.디.닦.었.어
머리 닦구 또	머.리.닦.구.또
손두 닦구 또	손.두.닦.구.또
삐누해 가지고 또	삐.누.해.가.지.고.또
그리구 또 어디 닦었어	그.리.구.또.어.디.닦.었.어
으응 팔두 닦구	으.응.팔.두.닦.구
그리구 또 어디 닦었어	그.리.구.또.어.디.닦.었.어
신두 닦었어	신.두.닦.었.어
신은 어디 신는 건데	신.은.어.디.신.는.건.데
으응 발에 신는 거야	으.응.발.에.신.는.거.야
호호호호	호.호.호.호
그리고 또 어디 닦었어	그.리.고.또.어.디.닦.었.어
목욕하면서	목.욕.하.면.서
그건 뭔데	그.건.뭔.데
응	응
야 저기 아기 꼬 까 입는다	야.저.기.아.기.꼬.까.입.는.다
보자	보.자
여기 머리가 좀 엄마가 아까 잘못 해 줘서 이상 하다	여.기.머.리.가.좀.엄.마.가.아.까.잘.못.해.줘.서.이.상.하.다
으응 지원이는 그 언니가 좋구나 응	으.응.지.원.이.는.그.언.니.가.좋.구.나.응
엄마는 몰랐내비요	엄.마.는.몰.랐.내.비.요
응	응
응	응
꼬까를 뭐라 그런다구	꼬.까.를.뭐.라.그.런.다.구
응	응
꼬까가 뭐야	꼬.까.가.뭐.야
응	응
꼬까를 지원이가 아까 뭐라 그랬더라	꼬.까.를.지.원.이.가.아.까.뭐.라.그.랬.더.라
꼬까를 딴 말로 뭐라 그래	꼬.까.를.딴.말.로.뭐.라.그.래
응	응
꼬까가 뭐야	꼬.까.가.뭐.야
응	응
야	야
찐 아기야	찐.아.기.야
어 	어
지원아 이거 뭐라구	지.원.아.이.거.뭐.라.구
야 이거 뭐니	야.이.거.뭐.니
응	응
이거 뭐야	이.거.뭐.야
이거 꼬까야	이.거.꼬.까.야
이거는 뭐야	이.거.는.뭐.야
이거 옷이야	이.거.옷.이.야
에이 꼬까를 뭐라 그래 지원아	에.이.꼬.까.를.뭐.라.그.래.지.원.아
응	응
꼬까를 뭐라 그래	꼬.까.를.뭐.라.그.래
지원아 이건 뭐야	지.원.아.이.건.뭐.야
에이	에.이
아기 거북이가 지금 뭐해	아.기.거.북.이.가.지.금.뭐.해
왜 안 가	왜.안.가
으응 아가가 집에 안 가	으.응.아.가.가.집.에.안.가
아이구 안 가고 서 버렸네 그치	아.이.구.안.가.고.서.버.렸.네.그.치
왜 그랬을까	왜.그.랬.을.까
아퍼서	아.퍼.서
왜 왜 안 간다구	왜.왜.안.간.다.구
안 가	안.가
으응 책 보자	으.응.책.보.자
응	응
아가 지금도 안 가니	아.가.지.금.도.안.가.니
지금은 어떻게 하고 있어	지.금.은.어.떻.게.하.고.있.어
아가가	아.가.가
섰어	섰.어
아가 어떻 하고 있어	아.가.어.떻.하.고.있.어
응	응
가고 있어	가.고.있.어
으응	으.응
아빠 뭐	아.빠.뭐
아빠가 뭐 하고 있어	아.빠.가.뭐.하.고.있.어
잘 있어	잘.있.어
안녕 	안.녕
아니 이거 하나도 녹음 안 하고 있었잖아	아.니.이.거.하.나.도.녹.음.안.하.고.있.었.잖.아
에이 지겹네	에.이.지.겹.네
야 지원아	야.지.원.아
새 놀자	새.놀.자
엄마 뭐	엄.마.뭐
새야	새.야
지원이 새야 해봐	지.원.이.새.야.해.봐
새야 새야 파랑새야	새.야.새.야.파.랑.새.야
녹두 밭에 앉지 마라	녹.두.밭.에.앉.지.마.라
응	응
야 지원아 쉬하고 와서 해	야.지.원.아.쉬.하.고.와.서.해
쉬하고 와서 하자 우리	쉬.하.고.와.서.하.자.우.리
철 오빠가 안었어	철.오.빠.가.안.었.어
누구를	누.구.를
찐을 안았어	찐.을.안.았.어
어유우 그래	어.유.우.그.래
따쿠하고	따.쿠.하.고
이뻐	이.뻐
찐 생일이야	찐.생.일.이.야
철 오빠 생일이구	철.오.빠.생.일.이.구
하하하 이거 누구랑 어디 갔어	하.하.하.이.거.누.구.랑.어.디.갔.어
응	응
엄마지	엄.마.지
응	응
철 오빠 엄마야	철.오.빠.엄.마.야
누구 엄마야	누.구.엄.마.야
으응 찐 엄마지	으.응.찐.엄.마.지
철 오빠 엄마랑 찐 엄마랑은 정말 다르게 생겼지 그치	철.오.빠.엄.마.랑.찐.엄.마.랑.은.정.말.다.르.게.생.겼.지.그.치
야 지원아	야.지.원.아
철 오빠랑 찐 엄마랑 누가 더 이쁘니	철.오.빠.랑.찐.엄.마.랑.누.가.더.이.쁘.니
응	응
누가 더 이쁘니	누.가.더.이.쁘.니
응	응
모르겠어	모.르.겠.어
엄마 이뻐	엄.마.이.뻐
철 오빠 엄마	철.오.빠.엄.마
아이구 또 하네	아.이.구.또.하.네
헤헤	헤.헤
찐 제일 이뻐	찐.제.일.이.뻐
요 쪼그만 애 얘 누구니	요.쪼.그.만.애.얘.누.구.니
호호 찐이야	호.호.찐.이.야
으응	으.응
응 아기 꺼야	응.아.기.꺼.야
누구 아기 꺼	누.구.아.기.꺼
응	응
으응 찐 꺼 아니야 아가 꺼야	으.응.찐.꺼.아.니.야.아.가.꺼.야
어느 아가 꺼	어.느.아.가.꺼
어느 아가 꺼	어.느.아.가.꺼
요렇게 해서 우유 먹는 거야	요.렇.게.해.서.우.유.먹.는.거.야
으응	으.응
컴하고	컴.하.고
우유 컴 하고	우.유.컴.하.고
찐이가 얘 지금 뭐 하고 있니	찐.이.가.얘.지.금.뭐.하.고.있.니
호오 하고 있어	호.오.하.고.있.어
요러고 있어	요.러.고.있.어
아니야 잘 봐	아.니.야.잘.봐
어떻게 하고 있나	어.떻.게.하.고.있.나
이러고 있어 어디에	이.러.고.있.어.어.디.에
오오 요기는 그렇다 그치	오.오.요.기.는.그.렇.다.그.치
요기는 어떻 하고 있어	요.기.는.어.떻.하.고.있.어
요러구 있지 	요.러.구.있.지
잘 봐요	잘.봐.요
그치 요러구 있지	그.치.요.러.구.있.지
야 찐이가 뭐 탔니	야.찐.이.가.뭐.탔.니
응	응
코끼리 탔지	코.끼.리.탔.지
어어 그래 그래	어.어.그.래.그.래
그거 찐 차에다 놓는 거다 그래	그.거.찐.차.에.다.놓.는.거.다.그.래
응 그래	응.그.래
응 그래 아빠 차에다	응.그.래.아.빠.차.에.다
응 아빠 차에다 놓구서 찐 앉는 거지	응.아.빠.차.에.다.놓.구.서.찐.앉.는.거.지
응 맞었어 엄마가	응.맞.었.어.엄.마.가
어디	어.디
오오 우유통이네 그치	오.오.우.유.통.이.네.그.치
응	응
오오 그래 꽃이	오.오.그.래.꽃.이
그 꽃이 어디 있니 지금	그.꽃.이.어.디.있.니.지.금
오이구 그래 잘 알어 	오.이.구.그.래.잘.알.어
어 잠깐	어.잠.깐
찐 책 보면서 얘기하고 있어 	찐.책.보.면.서.얘.기.하.고.있.어
찐아 이 꼬까 어딨니	찐.아.이.꼬.까.어.딨.니
어이 그거야	어.이.그.거.야
하하	하.하
그랬어	그.랬.어
응 똑같애	응.똑.같.애
아이	아.이
모자 꼬까	모.자.꼬.까
꼬까를 뭐라 그러더라	꼬.까.를.뭐.라.그.러.더.라
뭐라 그래 꼬까를	뭐.라.그.래.꼬.까.를
꼬까를 또 뭐라 그래	꼬.까.를.또.뭐.라.그.래
옷	옷
옷	옷
이걸 뭐라 그래	이.걸.뭐.라.그.래
한 복	한.복
응	응
한 끼	한.끼
야 너 왜 이렇게 땀을 뻘뻘 흘리고 있니	야.너.왜.이.렇.게.땀.을.뻘.뻘.흘.리.고.있.니
입을라구	입.을.라.구
이따 나갈 때 입어야지	이.따.나.갈.때.입.어.야.지
야 지원아	야.지.원.아
이거 지원이가 뭐하니	이.거.지.원.이.가.뭐.하.니
맘마 앞에 잔뜩 놓고 일루 와봐	맘.마.앞.에.잔.뜩.놓.고.일.루.와.봐
일루 와봐	일.루.와.봐
얘 뭐하니 도대체 지원이가	얘.뭐.하.니.도.대.체.지.원.이.가
응	응
어 어 어	어.어.어
지원이가 지금 뭐하니	지.원.이.가.지.금.뭐.하.니
이거 뭐하니	이.거.뭐.하.니
응	응
아퍼 여기	아.퍼.여.기
착해서 울지도 않네	착.해.서.울.지.도.않.네
요거 뭐하니 지금	요.거.뭐.하.니.지.금
맘마 먹어	맘.마.먹.어
무슨 맘마	무.슨.맘.마
뭐 먹나 봐봐	뭐.먹.나.봐.봐
뭐 먹어	뭐.먹.어
어 하비한테 어떻게 했어	어.하.비.한.테.어.떻.게.했.어
어이구 절했어	어.이.구.절.했.어
그리구뭐했어	그.리.구.뭐.했.어
아이구 착해 잘 아네	아.이.구.착.해.잘.아.네
절두	절.두
엄마는 뭐 했어	엄.마.는.뭐.했.어
엄마두 이렇게 했어	엄.마.두.이.렇.게.했.어
또 하비는	또.하.비.는
아니 할머니는	아.니.할.머.니.는
오오 할머니도 그랬어	오.오.할.머.니.도.그.랬.어
또 누가 그랬어	또.누.가.그.랬.어
응 아빠두 그랬어	응.아.빠.두.그.랬.어
그리구 또 누가 그랬어	그.리.구.또.누.가.그.랬.어
으응 그리구 또 누가 그랬어	으.응.그.리.구.또.누.가.그.랬.어
철 오빠두 그랬어	철.오.빠.두.그.랬.어
그리구 또 누가 그랬어	그.리.구.또.누.가.그.랬.어
찐이두 그러구	찐.이.두.그.러.구
아이구 착하네 	아.이.구.착.하.네
아이구 잘하네	아.이.구.잘.하.네
아이구 절두 잘 하네 	아.이.구.절.두.잘.하.네
엄마두 하라구	엄.마.두.하.라.구
엄마는 지금 안 해	엄.마.는.지.금.안.해
야 지원아	야.지.원.아
누구 심술 난 듯한 얼굴 하고 있니	누.구.심.술.난.듯.한.얼.굴.하.고.있.니
이 사람 누구냐	이.사.람.누.구.냐
응	응
누구니	누.구.니
야야야 뭐 하니	야.야.야.뭐.하.니
철 오빠야	철.오.빠.야
어어	어.어
응	응
학고	학.고
한 복	한.복
한 복	한.복
한복해봐 지원아	한.복.해.봐.지.원.아
어이 이쁘다	어.이.이.쁘.다
거 누구 꺼니	거.누.구.꺼.니
찐 꺼	찐.꺼
어디 한번 이렇게 대 보자	어.디.한.번.이.렇.게.대.보.자
서 봐	서.봐
누구니 이사람	누.구.니.이.사.람
엄마가 어떡하고 있어	엄.마.가.어.떡.하.고.있.어
코자	코.자
하하 야 엄마가 지원이 안고 있잖아 눈 감았다고 코 잔다고	하.하.야.엄.마.가.지.원.이.안.고.있.잖.아.눈.감.았.다.고.코.잔.다.고
아니야 엄마 안 잤어 	아.니.야.엄.마.안.잤.어
지원이 하도 이뻐서 웃다 보니까 눈이 감긴거야 	지.원.이.하.도.이.뻐.서.웃.다.보.니.까.눈.이.감.긴.거.야
코 자는 거야	코.자.는.거.야
응 그래 코 자	응.그.래.코.자
엄마 코 자고 누구냐	엄.마.코.자.고.누.구.냐
아빠가 또 코 자구	아.빠.가.또.코.자.구
응 	응
응 어	응.어
지원이 뭐 하니	지.원.이.뭐.하.니
응응응 울어	응.응.응.울.어
이거 아까 본 게 왜 또 어	이.거.아.까.본.게.왜.또.어
지원이인가 보다	지.원.이.인.가.보.다
얼굴이 근데 왜 이렇 게 다르니	얼.굴.이.근.데.왜.이.렇.게.다.르.니
응	응
야 얘 누구니	야.얘.누.구.니
이 까까 머리 애	이.까.까.머.리.애
누구니	누.구.니
얘	얘
응	응
누구 같애	누.구.같.애
쟤	쟤
응	응
쟤 누구야	쟤.누.구.야
응	응
응 둥기둥기 해주고 있지	응.둥.기.둥.기.해.주.고.있.지
누구를	누.구.를
아빠가 누구를 둥기둥기 해주고 있어	아.빠.가.누.구.를.둥.기.둥.기.해.주.고.있.어
찐 아기를	찐.아.기.를
왜 찐이는 아기때 머리가 없었네	왜.찐.이.는.아.기.때.머.리.가.없.었.네
응 머리가 없었네	응.머.리.가.없.었.네
응 거기 있다	응.거.기.있.다
응거기 있어	응.거.기.있.어
머리카락만 없어	머.리.카.락.만.없.어
응 	응
아	아
찐 아기가 지금 뭐 하고 있니	찐.아.기.가.지.금.뭐.하.고.있.니
기어다닌다	기.어.다.닌.다
어어 얘 누구니	어.어.얘.누.구.니
얘	얘
어그 어 그 뭐니	어.그.어.그.뭐.니
그게 뭔데	그.게.뭔.데
전화기	전.화.기
오 유모차에 걸려서 전화가 아퍼 지금	오.유.모.차.에.걸.려.서.전.화.가.아.퍼.지.금
그래 그래 맞다	그.래.그.래.맞.다
응	응
전화가 아파 보이네	전.화.가.아.파.보.이.네
응 전화	응.전.화
응 여기 있지	응.여.기.있.지
요건 뭐니	요.건.뭐.니
그것도 있니 지원이	그.것.도.있.니.지.원.이
찐이다	찐.이.다
응 그래	응.그.래
전화 아퍼	전.화.아.퍼
응 	응
응 아퍼	응.아.퍼
응 지원이 착해서 전화 아픈 거까지 걱정 해 주네	응.지.원.이.착.해.서.전.화.아.픈.거.까.지.걱.정.해.주.네
이건 누가 사 줬니	이.건.누.가.사.줬.니
아니 이모가 사줬어 이모가 사준 인형이야	아.니.이.모.가.사.줬.어.이.모.가.사.준.인.형.이.야
지원이 크리스마스 선물로 	지.원.이.크.리.스.마.스.선.물.로
응 저기 있지	응.저.기.있.지
응 어	응.어
얘는 누구니	얘.는.누.구.니
응 아	응.아
지원이 빨가 벗었네	지.원.이.빨.가.벗.었.네
뭐 할라 그러니 얘	뭐.할.라.그.러.니.얘
물에 들어갈라구	물.에.들.어.갈.라.구
뭘 그렇게 유심히 보니	뭘.그.렇.게.유.심.히.보.니
흐흐흐 지원이 이땐 이도 없었 다	흐.흐.흐.지.원.이.이.땐.이.도.없.었.다
응 지금은 이가 그렇게 많지	응.지.금.은.이.가.그.렇.게.많.지
어 화장품이야 그거는	어.화.장.품.이.야.그.거.는
응 그래	응.그.래
어	어
지원이 이제 섰네	지.원.이.이.제.섰.네
드디어 선 사진이 나왔네	드.디.어.선.사.진.이.나.왔.네
이땐 지원이 뭐 했니	이.땐.지.원.이.뭐.했.니
응	응
아빠 때찌하고 있니	아.빠.때.찌.하.고.있.니
아빠 까 응 아빠가 까까 주는거야	아.빠.까.응.아.빠.가.까.까.주.는.거.야
아빠 까까 먹으라고 주는거야	아.빠.까.까.먹.으.라.고.주.는.거.야
누가	누.가
으응 찐이가	으.응.찐.이.가
이거 뭐 하니 두사람이	이.거.뭐.하.니.두.사.람.이
응 뭐 하고 있어	응.뭐.하.고.있.어
맘맘다	맘.맘.다
야	야
니가 말을 해야지 나만 말하니	니.가.말.을.해.야.지.나.만.말.하.니
아이구 지겹다	아.이.구.지.겹.다
얜 누구야	얜.누.구.야
함머니야	함.머.니.야
허허 발만 봐도 할머닌 지 알아	허.허.발.만.봐.도.할.머.닌.지.알.아
까꿍 누구니	까.꿍.누.구.니
이모네	이.모.네
여긴 왠 사진들이 이렇게 다 꼽아져있냐	여.긴.왠.사.진.들.이.이.렇.게.다.꼽.아.져.있.냐
그참 찐이가 뭐하니	그.참.찐.이.가.뭐.하.니
까까 먹었어	까.까.먹.었.어
아	아
찐이 머리에 뭐 있니	찐.이.머.리.에.뭐.있.니
하고 싶은 말 해 봐	하.고.싶.은.말.해.봐
